,licence_num,licensee_name,building_name,block_house_num,level_num,unit_num,street_name,postal_code,group,address,long_lat
233,J02011C000,COLD STORAGE SINGAPORE (1983) PTE LTD,na,464,na,0,UPPER BUKIT TIMAH ROAD,678077,1,464 UPPER BUKIT TIMAH ROAD,"Upper Bukit Timah Road, Bukit Gombak, Southwest, 678051, Singapore"
234,NW11767E000,COLD STORAGE SINGAPORE (1983) PTE LTD,THE TENNERY,1,1,7,WOODLANDS ROAD,677899,1,1 WOODLANDS ROAD,"1, Woodlands Road, Twydall, Gillingham, Medway, South East, England, ME7 2BT, UK"
235,B02020N000,NTUC Fairprice Co-operative Ltd,BUKIT PANJANG PLAZA,1,1,15,JELEBU ROAD,677743,0,1 JELEBU ROAD,"Bukit Panjang Public Library, 1, Jelebu Road, Zhenghua, Northwest, 677743, Singapore"
236,B02017C000,SHENG SIONG SUPERMARKET PTE LTD,na,301,1,217,WOODLANDS STREET 31,730301,2,301 WOODLANDS STREET 31,"Woodlands Street 31, Woodlands, Northwest, 31, Singapore"
237,B02022K000,NTUC Fairprice Co-operative Ltd,MARSILING MRT STATION,71,1,1,WOODLANDS AVENUE 3,739044,0,71 WOODLANDS AVENUE 3,"UOB, 71, Woodlands Avenue 3, Woodlands, Northwest, 739044, Singapore"
238,B02040E000,SHENG SIONG SUPERMARKET PTE LTD,na,6A,1,280,WOODLANDS CENTRE ROAD,731006,2,6A WOODLANDS CENTRE ROAD,"Woodlands Centre Road, Woodlands, Northwest, 739980, Singapore"
239,NW08020K000,COLD STORAGE SINGAPORE (1983) PTE LTD,ADMIRALTY MRT STATION,70,1,5,WOODLANDS AVENUE 7,738344,1,70 WOODLANDS AVENUE 7,"Woodlands Avenue 7, Sembawang, Yishun, Northwest, 757087, Singapore"
240,NW04127A000,NTUC Fairprice Co-operative Ltd,WOODLANDS CIVIC CENTRE,900,B1,1,SOUTH WOODLANDS DRIVE,730900,0,900 SOUTH WOODLANDS DRIVE,"Woodlands Regional Library, 900, South Woodlands Drive, Woodlands, Yishun, Northwest, 730900, Singapore"
241,NW14561E000,7SEVEN PTE. LTD.,na,300,1,3,ADMIRALTY ROAD WEST,757027,-1,300 ADMIRALTY ROAD WEST,"Admiralty Road West, Woodlands, Northwest, 730021, Singapore"
242,B02027A000,PRIME SUPERMARKET LIMITED?,ADMIRALTY PLACE,678,1,716,WOODLANDS AVENUE 6,730678,3,678 WOODLANDS AVENUE 6,"Woodlands Avenue 6, Woodlands, Yishun, Northwest, 730678, Singapore"
243,B02037X000,COLD STORAGE SINGAPORE (1983) PTE LTD,WOODLANDS NORTH PLAZA,883,1,498,WOODLANDS STREET 82,730883,1,883 WOODLANDS STREET 82,"UOB, 883, Woodlands Street 82, Woodlands, Yishun, Northwest, 730883, Singapore"
244,B02035A000,COLD STORAGE SINGAPORE (1983) PTE LTD,VISTA POINT,548,1,37/38,WOODLANDS DRIVE 44,730548,1,548 WOODLANDS DRIVE 44,"Woodlands Drive 44, Woodlands, Yishun, Northwest, 730548, Singapore"
245,NW13K05E000,NTUC Fairprice Co-operative Ltd,na,570B,1,6,WOODLANDS AVENUE 1,732570,0,570B WOODLANDS AVENUE 1,"570B, Woodlands Avenue 1, Woodlands, Yishun, Northwest, 732570, Singapore"
246,NW15011C000,VENKATESH DEEPA ( VIDEKS GROCERS ),na,686C,1,90,WOODLANDS DRIVE 73,733686,-1,686C WOODLANDS DRIVE 73,"Woodlands Drive 73, Sembawang, Yishun, Northwest, 737942, Singapore"
247,NW11702X000,SHENG SIONG SUPERMARKET PTE LTD,INTERIM RECREATION PARK,200,1,30,WOODLANDS INDUSTRIAL PARK E7,757177,2,200 WOODLANDS INDUSTRIAL PARK E7,"Woodlands Industrial Park E7, Woodlands Industrial Park, Senoko, Yishun, Northwest, 757828, Singapore"
248,NW08385B000,COLD STORAGE SINGAPORE (1983) PTE LTD,SEMBAWANG SHOPPING CENTRE,604,B1,25,SEMBAWANG ROAD,758459,1,604 SEMBAWANG ROAD,"Sembawang Road, Thomson, Singapore, Central, 778905, Singapore"
249,NW06546V000,NTUC Fairprice Co-operative Ltd,SEMBAWANG MART,511,2,3,CANBERRA ROAD,750511,0,511 CANBERRA ROAD,"511, Canberra Road, Lafayette, Lafayette Parish, Louisiana, 70503, USA"
250,B02012N000,COLD STORAGE SINGAPORE (1983) PTE LTD,WOODLANDS MART,768,1,34,WOODLANDS AVENUE 6,730768,1,768 WOODLANDS AVENUE 6,"Woodlands Avenue 6, Woodlands, Yishun, Northwest, 730678, Singapore"
251,NW15489B000,PHAN NEE TRADING LLP,WESTLITE WOODLANDS DORMITORY,2,1,5,WOODLANDS SECTOR 2,737723,-1,2 WOODLANDS SECTOR 2,"Woodlands Sector 2, Senoko, Yishun, Northwest, 757698, Singapore"
252,NW15220L000,FORTUNE SUPERMARKET PTE. LTD.,MULTI STOREY CAR PARK,780,1,1,WOODLANDS CRESCENT,730780,-1,780 WOODLANDS CRESCENT,"Woodlands Crescent, Kirkfield, Assiniboia, Winnipeg, Manitoba, R3K 0T7, Canada"
253,NW07726J000,MM SUNDRY SHOP PTE.LTD.,WOODLANDS DORMITORY,27,1,70,WOODLANDS SECTOR 1,738252,-1,27 WOODLANDS SECTOR 1,"Woodlands Sector 1, Woodlands East Industrial Estate, Senoko, Yishun, Northwest, 738252, Singapore"
254,NW15484L000,SONG FISH DEALER PTE LTD,SEMBAWANG SHOPPING CENTRE,604,B1,8,SEMBAWANG ROAD,758459,-1,604 SEMBAWANG ROAD,"Sembawang Road, Thomson, Singapore, Central, 778905, Singapore"
255,NW14006E000,DE ESPERTO MINIMART PTE. LTD.,na,190,na,0,WOODLANDS INDUSTRIAL PARK E7,757178,-1,190 WOODLANDS INDUSTRIAL PARK E7,"Woodlands Industrial Park E7, Woodlands Industrial Park, Senoko, Yishun, Northwest, 757828, Singapore"
256,NW13005P000,GAVARASANA SURESH KUMAR,WOODLANDS LODGE ONE,50,1,2,WOODLANDS INDUSTRIAL PARK E4,757388,-1,50 WOODLANDS INDUSTRIAL PARK E4,"Woodlands Industrial Park E4, Woodlands, Yishun, Northwest, 757881, Singapore"
257,NW09437C000,COLD STORAGE SINGAPORE (1983) PTE LTD,na,468B,1,29,ADMIRALTY DRIVE,752468,1,468B ADMIRALTY DRIVE,"Admiralty Drive, Breakfast Point, Sydney, Canada Bay, NSW, 2137, Australia"
258,NW14040B000,FORTUNE SUPERMARKET PTE. LTD.,MULTI STOREY CAR PARK,463,1,2,SEMBAWANG DRIVE,750463,-1,463 SEMBAWANG DRIVE,"Sembawang Drive, Sembawang, Yishun, Northwest, 750419, Singapore"
259,NW12H40C000,V SURESH KUMAR,na,51,na,0,ADMIRALTY ROAD WEST - LODGE 1,757443,-1,51 ADMIRALTY ROAD WEST - LODGE 1,
260,NW10192C000,PHAN NEE TRADING LLP,COCHRANE LODGE II,49,na,0,ADMIRALTY ROAD WEST,757444,-1,49 ADMIRALTY ROAD WEST,"Admiralty Road West, Woodlands, Northwest, 739145, Singapore"
261,NW07636K000,COLD STORAGE SINGAPORE (1983) PTE LTD,MULTI STOREY CAR PARK,406A,1,2,SEMBAWANG DRIVE,751406,1,406A SEMBAWANG DRIVE,"Sembawang Drive, Sembawang, Yishun, Northwest, 750419, Singapore"
262,NW04014P000,COLD STORAGE SINGAPORE (1983) PTE LTD,na,102,1,125,YISHUN AVENUE 5,760102,1,102 YISHUN AVENUE 5,"UOB, 102, Yishun Avenue 5, Sembawang, Yishun, Northwest, 760102, Singapore"
263,NW12G73N000,PRIME SUPERMARKET (1996) PTE LTD,(#01-348-350-352 AND 354),761,1,348,YISHUN STREET 72,760761,4,761 YISHUN STREET 72,"UOB, 761, Yishun Street 72, Sembawang, Yishun, Northwest, 760761, Singapore"
264,B02038P000,SHENG SIONG SUPERMARKET PTE LTD,na,925,1,211,YISHUN CENTRAL 1,760925,2,925 YISHUN CENTRAL 1,"Yishun Central 1, Simpang, Yishun, Northwest, 768796, Singapore"
265,B02093B000,NTUC Fairprice Co-operative Ltd,YISHUN MRT STATION,301,1,2,YISHUN AVENUE 2,769093,0,301 YISHUN AVENUE 2,"Yishun Avenue 2, Thomson, Central, 760809, Singapore"
266,NW08441V000,COLD STORAGE SINGAPORE (1983) PTE LTD,NORTHPOINT,930,B1,42675,YISHUN AVENUE 2,769098,1,930 YISHUN AVENUE 2,"Yishun Avenue 2, Thomson, Central, 760809, Singapore"
267,B85098V000,NTUC Fairprice Co-operative Ltd,na,239,1,1150,YISHUN RING ROAD,760239,0,239 YISHUN RING ROAD,"239, Yishun Ring Road, Simpang, Yishun, Northwest, 760239, Singapore"
268,B02039N000,COLD STORAGE SINGAPORE (1983) PTE LTD,na,293,1,261,YISHUN STREET 22,760293,1,293 YISHUN STREET 22,"UOB, 293, Yishun Street 22, Simpang, Yishun, Northwest, 760293, Singapore"
269,NW04015N000,COLD STORAGE SINGAPORE (1983) PTE LTD,na,291,1,389/3,YISHUN STREET 22,760291,1,291 YISHUN STREET 22,"UOB, 291, Yishun Street 22, Simpang, Yishun, Northwest, 760291, Singapore"
270,B02041C000,TAN KWEE ENG,na,327,1,1320,YISHUN RING ROAD,760327,-1,327 YISHUN RING ROAD,"Yishun Ring Road, Simpang, Yishun, Northwest, 760627, Singapore"
271,W02140C000,COLD STORAGE SINGAPORE (1983) PTE LTD,TURF CLUB SHOPPING CENTRE,200,na,0,TURF CLUB ROAD,287994,1,200 TURF CLUB ROAD,"Maison Kayser, 200, Turf Club Road, Bukit Timah, Northwest, 287994, Singapore"
272,NW08141P000,COLD STORAGE SINGAPORE (1983) PTE LTD,CLEMENTI ARCADE,41,1,01A,SUNSET WAY,597071,1,41 SUNSET WAY,"41, Sunset Way, Manchester, Hillsborough County, New Hampshire, 03109, USA"
273,NW15295X000,COLD STORAGE SINGAPORE (1983) PTE LTD,SIME DARBY CENTRE,896,2,1,DUNEARN ROAD,589472,1,896 DUNEARN ROAD,"Dunearn Road, Bukit Timah, Northwest, 589622, Singapore"
274,CE09685B000,COLD STORAGE SINGAPORE (1983) PTE LTD,HILLCREST PARK,20,na,0,GREENWOOD AVENUE,289215,1,20 GREENWOOD AVENUE,"20, Greenwood Avenue, Tisbury, Dukes County, Massachusetts, 02568, USA"
275,NW15638L000,SFERM PTE. LTD.,THE GRANDSTAND,200,2,K111,TURF CLUB ROAD,287994,-1,200 TURF CLUB ROAD,"Maison Kayser, 200, Turf Club Road, Bukit Timah, Northwest, 287994, Singapore"
276,NW15551B000,CENTURY GLOBAL PTE. LTD.,BINJAI PARK,5,na,0,BINJAI PARK,589820,-1,5 BINJAI PARK,"Binjai Park, Bukit Timah, Northwest, 589622, Singapore"
277,CE07705A000,SWISS BUTCHERY (2013) PRIVATE LIMITED,HILLCREST PARK,30,na,0,GREENWOOD AVENUE,289230,-1,30 GREENWOOD AVENUE,"30, Greenwood Avenue, Tisbury, Dukes County, Massachusetts, 02568, USA"
278,B03078N000,ROSWELL ENTERPRISE PTE LTD,na,34,na,0,GREENWOOD AVENUE,289236,-1,34 GREENWOOD AVENUE,"34, Greenwood Avenue, Tisbury, Dukes County, Massachusetts, 02568, USA"
279,CE09902A000,NG LIAN TEE,GREENDALE COURT,7,na,0,GREENDALE AVENUE,289504,-1,7 GREENDALE AVENUE,"7, Greendale Avenue, Lowell, Middlesex County, Massachusetts, 01851, USA"
280,NW15264K000,ALTERNATIVE SELECTION PTE. LTD.,BINJAI PARK,29,na,0,BINJAI PARK,589831,-1,29 BINJAI PARK,"Binjai Park, Bukit Timah, Northwest, 288162, Singapore"
281,SW12L48X000,AJMAL TRADE MART PTE. LTD.,"1ST STOREY, LODGE 1 WORKERS' DORMITORY",12,na,0,KRANJI ROAD,739522,-1,12 KRANJI ROAD,"Kranji Road, Sungei Kadut, Northwest, 739522, Singapore"
282,J87134E000,BALASUBRAMANIYAN KANNADASAN,1ST STOREY,257,na,0,KRANJI ROAD,739503,-1,257 KRANJI ROAD,"Kranji Road, Sungei Kadut, Northwest, 739522, Singapore"
283,SW09032C000,NTUC Fairprice Co-operative Ltd,YEW TEE POINT,21,B1,42552,CHOA CHU KANG NORTH 6,689578,0,21 CHOA CHU KANG NORTH 6,"Green Vegetarian inside Koufu food court Yew Tee Point - Basement  B1 (near Yew Tee MRT), 21, Choa Chu Kang North 6, Choa Chu Kang, Northwest, 689578, Singapore"
284,SW13120A000,SADIA SUPERMARKET & TRADING (S) PTE. LTD.,"1ST STOREY, BLK B, WORKERS DORMITORY",17,na,0,SUNGEI KADUT STREET 4,729045,-1,17 SUNGEI KADUT STREET 4,"Sungei Kadut Street 4, Sungei Kadut Industrial Estate, Sungei Kadut, Northwest, 738702, Singapore"
285,SW15796X000,NTUC Fairprice Co-operative Ltd,LIMBANG SHOPPING CENTRE (HDB),533,1,11,CHOA CHU KANG STREET 51,680533,0,533 CHOA CHU KANG STREET 51,"Choa Chu Kang Street 51, Choa Chu Kang, Northwest, 680533, Singapore"
286,B02099L000,NTUC Fairprice Co-operative Ltd,na,849,1,3703,YISHUN RING ROAD,760849,0,849 YISHUN RING ROAD,"Yishun Ring Road, Simpang, Yishun, Northwest, 760849, Singapore"
287,B99041L000,NTUC Fairprice Co-operative Ltd,ORCHID COUNTRY CLUB,1,1,34,ORCHID CLUB ROAD,769162,0,1 ORCHID CLUB ROAD,"Singapore Orchid Country Club, 1, Orchid Club Road, Seletar, Central, 769162, Singapore"
288,B02008E000,SHENG SIONG SUPERMARKET PTE LTD,na,845,1,184,YISHUN STREET 81,760845,2,845 YISHUN STREET 81,"Yishun Street 81, Thomson, Central, 760873, Singapore"
289,CE05039P000,COLD STORAGE SINGAPORE (1983) PTE LTD,KHATIB MRT STATION,201,1,3,YISHUN AVENUE 2,769092,1,201 YISHUN AVENUE 2,"Yishun Avenue 2, Thomson, Central, 760809, Singapore"
290,W03223N000,KAI SOON SUPERMARKET PTE. LTD.,na,780,1,3546,YISHUN RING ROAD,760780,-1,780 YISHUN RING ROAD,"Yishun Ring Road, Simpang, Yishun, Northwest, 760627, Singapore"
291,B92077A000,COLD STORAGE SINGAPORE (1983) PTE LTD,na,418,1,433,YISHUN AVENUE 11,760418,1,418 YISHUN AVENUE 11,"418, Yishun Avenue 11, Simpang, Yishun, Northwest, 760414, Singapore"
292,B02025C000,NTUC Fairprice Co-operative Ltd,na,414,1,1853,YISHUN RING ROAD,760414,0,414 YISHUN RING ROAD,"414, Yishun Ring Road, Simpang, Yishun, Northwest, 760413, Singapore"
293,NW07277P000,NTUC Fairprice Co-operative Ltd,na,355,1,1,SEMBAWANG WAY,750355,0,355 SEMBAWANG WAY,"UOB, 355, Sembawang Way, Sembawang, Yishun, Northwest, 750355, Singapore"
294,B02021L000,NTUC Fairprice Co-operative Ltd,SUN PLAZA,30,B1,42430,SEMBAWANG DRIVE,757713,0,30 SEMBAWANG DRIVE,"Sembawang Public Library, 30, Sembawang Drive, Sembawang, Yishun, Northwest, 757713, Singapore"
295,NW11577N000,PHAN NEE INVESTMENTS (S) PTE LTD,SIMPANG LODGE 2,2C,1,3,YISHUN AVENUE 7,768930,-1,2C YISHUN AVENUE 7,"Yishun Avenue 7, Sembawang, Yishun, Northwest, 768928, Singapore"
296,NW08337X000,PHAN NEE TRADING LLP,na,2B,1,1,YISHUN AVENUE 7,768929,-1,2B YISHUN AVENUE 7,"Yishun Avenue 7, Sembawang, Yishun, Northwest, 768928, Singapore"
297,B02032E000,COLD STORAGE SINGAPORE (1983) PTE LTD,na,161,1,504,ANG MO KIO AVENUE 4,560161,1,161 ANG MO KIO AVENUE 4,"Ang Mo Kio Avenue 4, Ang Mo Kio, Singapore, Central, 569384, Singapore"
298,CE12V01C000,COLD STORAGE SINGAPORE (1983) PTE LTD,SEMBAWANG HILLS ESTATE,16,na,0,JALAN KURAS,577729,1,16 JALAN KURAS,"Jalan Kuras, Thomson, Singapore, Central, 574416, Singapore"
299,SE04012L000,NTUC Fairprice Co-operative Ltd,JOO CHIAT COMPLEX,2,1,1139,JOO CHIAT ROAD,420002,0,2 JOO CHIAT ROAD,"UOB, 2, Joo Chiat Road, Joo Chiat, Southeast, 420002, Singapore"
300,S91085V000,NTUC Fairprice Co-operative Ltd,na,110,1,233/5,LENGKONG TIGA,410110,0,110 LENGKONG TIGA,"Healthway Kembangan Clinic, 110, Lengkong Tiga, Joo Chiat, Southeast, 417408, Singapore"
301,E02041X000,PRIME SUPERMARKET LIMITED?,na,25A,1,459,CHAI CHEE ROAD,461025,3,25A CHAI CHEE ROAD,"UOB, 25A, Chai Chee Road, Chai Chee, Southeast, 461025, Singapore"
302,E02072C000,Teo Bobby,na,29,1,62,CHAI CHEE AVENUE,460029,-1,29 CHAI CHEE AVENUE,"29, Chai Chee Avenue, Ansar Garden, Chai Chee, Southeast, 460029, Singapore"
303,SE11317V000,EN FROZEN PTE LTD,na,1,1,198,GEYLANG SERAI,402001,-1,1 GEYLANG SERAI,"Geylang Serai, Joo Chiat, Southeast, 400416, Singapore"
304,E75097C000,PRIME SUPERMARKET (1996) PTE LTD,na,18,1,87,BEDOK SOUTH ROAD,460018,4,18 BEDOK SOUTH ROAD,"Bedok South Road, Simpang Bedok, Bedok, Southeast, 460018, Singapore"
305,SE13S71X000,NTUC Fairprice Co-operative Ltd,na,57,1,1334,NEW UPPER CHANGI ROAD,461057,0,57 NEW UPPER CHANGI ROAD,"57, New Upper Changi Road, Simpang Bedok, Bedok, Southeast, 460184, Singapore"
306,SE06125B000,GOLDEN TICKET SINGAPORE PTE. LTD.,BAYSHORE PARK,54,1,42650,BAYSHORE ROAD,469979,-1,54 BAYSHORE ROAD,"54, Bayshore Road, Brighton, Northumberland County, Ontario, Canada"
307,SE13135L000,NTUC Fairprice Co-operative Ltd,BEDOK MALL,311,B2,60,NEW UPPER CHANGI ROAD,467360,0,311 NEW UPPER CHANGI ROAD,"New Upper Changi Road, Bedok, Southeast, 463222, Singapore"
308,SE04069A000,SHENG SIONG SUPERMARKET PTE LTD,na,209,1,631,NEW UPPER CHANGI ROAD,460209,2,209 NEW UPPER CHANGI ROAD,"KFC, 209, New Upper Changi Road, Simpang Bedok, Bedok, Southeast, 460210, Singapore"
309,E02035N000,NTUC Fairprice Co-operative Ltd,na,212,1,147,BEDOK NORTH STREET 1,460212,0,212 BEDOK NORTH STREET 1,"NTUC Fairprice, 212, Bedok North Street 1, Simpang Bedok, Bedok, Southeast, 460212, Singapore"
310,E02026P000,COLD STORAGE SINGAPORE (1983) PTE LTD,EASTWOOD CENTRE,20,1,42620,EASTWOOD ROAD,486442,1,20 EASTWOOD ROAD,"20, Eastwood Road, White Hill, Collington, Rother, East Sussex, South East, England, TN39 3PS, UK"
311,SE12G19X000,NTUC Fairprice Co-operative Ltd,UE BIZHUB EAST #01-51 & #02-51,8,na,0,CHANGI BUSINESS PARK AVENUE 1,486018,0,8 CHANGI BUSINESS PARK AVENUE 1,"8, Changi Business Park Avenue 1, Changi Business Park, Southeast, 486015, Singapore"
312,SE11D22K000,L M MEAT PTE. LTD,CHANGI CITY POINT,5,B1,23,CHANGI BUSINESS PARK CENTRAL 1,486038,-1,5 CHANGI BUSINESS PARK CENTRAL 1,"Starbucks, 5, Changi Business Park Central 1, Changi Business Park, Southeast, 486038, Singapore"
313,SE13U39E000,NTUC Fairprice Co-operative Ltd,CHANGI AIRPORT T2 - BASEMENT LEVEL SOUTH,60,B16,29,AIRPORT BOULEVARD,819643,0,60 AIRPORT BOULEVARD,"Airport Boulevard, Delwood, Austin, Travis County, Texas, 78752, USA"
314,SE07559P000,NTUC Fairprice Co-operative Ltd,CHANGI AIRPORT TERMINAL 3,65,B2,10,AIRPORT BOULEVARD,819663,0,65 AIRPORT BOULEVARD,"65, Airport Boulevard, Aurora, Arapahoe County, Colorado, 80011, USA"
315,SE11799C000,CP MANAGEMENT SERVICES PRIVATE LIMITED,CHANGI LODGE 2,80,1,2,TANAH MERAH COAST ROAD,498820,-1,80 TANAH MERAH COAST ROAD,"Tanah Merah Coast Road, Changi Bay, Southeast, 498800, Singapore"
316,E03034J000,SHENG SIONG SUPERMARKET PTE LTD,na,115,1,319,BEDOK NORTH ROAD,460115,2,115 BEDOK NORTH ROAD,"Bedok North Road, Simpang Bedok, Bedok, Southeast, 460115, Singapore"
317,SE14377P000,COLD STORAGE SINGAPORE (1983) PTE LTD,EAST VILLAGE,430,1,47,UPPER CHANGI ROAD,487048,1,430 UPPER CHANGI ROAD,"Cundhi Vegetarian, 430, Upper Changi Road, Simpang Bedok, Simei, Southeast, 487048, Singapore"
318,E02047E000,COLD STORAGE SINGAPORE (1983) PTE LTD,BEDOK SHOPPING COMPLEX,348,1,1,BEDOK ROAD,469560,1,348 BEDOK ROAD,"Burning Oak, 348, #02-16, Bedok Road, Simpang Bedok, Simei, Southeast, 469560, Singapore"
319,SE11071C000,NTUC Fairprice Co-operative Ltd,na,89,1,77/79,BEDOK NORTH STREET 4,460089,0,89 BEDOK NORTH STREET 4,"UOB, 89, Bedok North Street 4, Simpang Bedok, Bedok, Southeast, 460089, Singapore"
320,SE12D59V000,THNG CHYE BOON,na,343,na,0,BEDOK ROAD,469526,-1,343 BEDOK ROAD,"Bedok Road, Simpang Bedok, Changi Business Park, Southeast, 486593, Singapore"
321,SE14775X000,NTUC Fairprice Co-operative Ltd,EASTPOINT MALL,3,5,1,SIMEI STREET 6,528833,0,3 SIMEI STREET 6,"UOB, 3, Simei Street 6, Simpang Bedok, Simei, Southeast, 528833, Singapore"
322,E02036L000,NTUC Fairprice Co-operative Ltd,SINGAPORE POST,10,B2,13,EUNOS ROAD 8,408600,0,10 EUNOS ROAD 8,"Eunos Road 8, Geylang, Mei Hwan, Southeast, 409752, Singapore"
323,SE14A83A000,COLD STORAGE SINGAPORE (1983) PTE LTD,PAYA LEBAR SQUARE,60,B1,42491,PAYA LEBAR ROAD,409051,1,60 PAYA LEBAR ROAD,"UOB, 60, Paya Lebar Road, Geylang, Mei Hwan, Southeast, 409051, Singapore"
324,SE09706N000,NTUC Fairprice Co-operative Ltd,na,5,1,2619,EUNOS CRESCENT,400005,0,5 EUNOS CRESCENT,"UOB, 5, Eunos Crescent, Joo Chiat, Southeast, 400005, Singapore"
325,SE14875L000,COLD STORAGE SINGAPORE (1983) PTE LTD,ONE KM,11,B1,36,TANJONG KATONG ROAD,437157,1,11 TANJONG KATONG ROAD,"Tanjong Katong Road, Tanjong Katong, Southeast, 439242, Singapore"
326,SE14920N000,TANESEI RETAILING PTE. LTD.,ONE KM,11,B1,12,TANJONG KATONG ROAD,437157,-1,11 TANJONG KATONG ROAD,"Tanjong Katong Road, Tanjong Katong, Southeast, 439242, Singapore"
327,SE11577E000,NTUC Fairprice Co-operative Ltd,na,612-620,na,0,GEYLANG ROAD,389551,0,612-620 GEYLANG ROAD,"Geylang Road, Geylang, Mei Hwan, Southeast, 389659, Singapore"
328,E02048C000,COLD STORAGE SINGAPORE (1983) PTE LTD,TANJONG KATONG COMPLEX,845,1,8,GEYLANG ROAD,400845,1,845 GEYLANG ROAD,"Geylang Road, Geylang, Mei Hwan, Southeast, 389659, Singapore"
329,SE11136C000,I-TEC SUPERMART PTE LTD,GREEN COURT,498/500,na,0,GEYLANG ROAD,389456,-1,498/500 GEYLANG ROAD,"Geylang Road, Geylang, Mei Hwan, Southeast, 389659, Singapore"
330,SE15464L000,ABEDIN TRADING PTE. LTD.,na,599,1,1,GEYLANG ROAD,389538,-1,599 GEYLANG ROAD,"Geylang Road, Geylang, Mei Hwan, Southeast, 389659, Singapore"
331,SE14467N000,NTUC Fairprice Co-operative Ltd,KALLANG WAVE MALL,1,1,29,STADIUM PLACE,397628,0,1 STADIUM PLACE,"Stadium Place, Logansport, Cass County, Indiana, 46947, USA"
332,SE07216L000,COLD STORAGE SINGAPORE (1983) PTE LTD,LEISURE PARK,5,B1,1,STADIUM WALK,397693,1,5 STADIUM WALK,"Stadium Walk, Bulloch County, Georgia, 30460, USA"
333,SE16122V000,NTUC Fairprice Co-operative Ltd,MACPHERSON MALL,401,2,22/29,MACPHERSON ROAD,368125,0,401 MACPHERSON ROAD,"MacPherson Road, Tai Seng, Mei Hwan, Southeast, 534013, Singapore"
334,SE04040C000,PRIME SUPERMARKET LIMITED?,na,1,1,1,UPPER ALJUNIED LANE,360001,3,1 UPPER ALJUNIED LANE,"1, Upper Aljunied Lane, Joo Seng Green, Joo Seng, Mei Hwan, Southeast, 367870, Singapore"
335,SE08722A000,SIVAMANI MINIMART PTE LTD,na,141,na,0,UPPER PAYA LEBAR ROAD,534846,-1,141 UPPER PAYA LEBAR ROAD,"Upper Paya Lebar Road, Joo Seng, Mei Hwan, Southeast, 534860, Singapore"
336,SE12F88V000,SARATHI STORES PTE LTD,na,91,na,0,UPPER PAYA LEBAR ROAD,534821,-1,91 UPPER PAYA LEBAR ROAD,"Upper Paya Lebar Road, Joo Seng, Mei Hwan, Southeast, 534860, Singapore"
337,SE06465L000,TAN PAK NANG,na,387,na,0,UPPER ALJUNIED ROAD,367872,-1,387 UPPER ALJUNIED ROAD,"Upper Aljunied Road, Sennett Estate, Joo Seng, Mei Hwan, Southeast, 367870, Singapore"
338,E02030B000,COLD STORAGE SINGAPORE (1983) PTE LTD,na,306,1,185,UBI AVENUE 1,400306,1,306 UBI AVENUE 1,"Giant Supermarket, 306, Ubi Avenue 1, Ubi, Mei Hwan, Southeast, 400306, Singapore"
339,NE10228C000,KPM MINI MART PTE LTD,SCAL DORMITORY (HOUGANG ),200,1,3,HOUGANG AVENUE 3,538848,-1,200 HOUGANG AVENUE 3,"Hougang Avenue 3, Lorong Ah Soo, Northeast, 530106, Singapore"
340,E02028L000,COLD STORAGE SINGAPORE (1983) PTE LTD,na,266,1,255,SERANGOON CENTRAL DRIVE,550266,1,266 SERANGOON CENTRAL DRIVE,"Serangoon Central Drive, Serangoon New Town, Mei Hwan, Southeast, 550254, Singapore"
341,SE05117K000,Teo Bobby,na,253,1,241,SERANGOON CENTRAL DRIVE,550253,-1,253 SERANGOON CENTRAL DRIVE,"UOB, 253, Serangoon Central Drive, Serangoon New Town, Mei Hwan, Southeast, 550253, Singapore"
342,SE10564B000,NTUC Fairprice Co-operative Ltd,NEX,23,3,42,SERANGOON CENTRAL,556083,0,23 SERANGOON CENTRAL,"Serangoon Public Library, 23, Serangoon Central, Serangoon New Town, Mei Hwan, Southeast, 556083, Singapore"
343,SE10579K000,COLD STORAGE SINGAPORE (1983) PTE LTD,NEX,23,B2,44/45,SERANGOON CENTRAL,556083,1,23 SERANGOON CENTRAL,"Serangoon Public Library, 23, Serangoon Central, Serangoon New Town, Mei Hwan, Southeast, 556083, Singapore"
344,SE04130B000,NTUC Fairprice Co-operative Ltd,na,41,1,5,JALAN TIGA,390041,0,41 JALAN TIGA,"NTUC FairPrice, 41, Jalan Tiga, Geylang, Southeast, 390041, Singapore"
345,SE14965K000,"CHEE MIN KUAN, SIMON",na,342,na,0,TANJONG KATONG ROAD,437112,-1,342 TANJONG KATONG ROAD,"Tanjong Katong Road, Tanjong Katong, Southeast, 439242, Singapore"
346,SE15043B000,ANGLISS SINGAPORE PTE LTD,na,313,na,0,TANJONG KATONG ROAD,437096,-1,313 TANJONG KATONG ROAD,"313, Tanjong Katong Road, Tanjong Katong, Southeast, 437080, Singapore"
347,E02044L000,SIM CHIANG LEE,na,443,na,0,TANJONG KATONG ROAD,437150,-1,443 TANJONG KATONG ROAD,"Tanjong Katong Road, Tanjong Katong, Southeast, 439242, Singapore"
348,E02034P000,NTUC Fairprice Co-operative Ltd,na,114,1,75,ALJUNIED AVENUE 2,380114,0,114 ALJUNIED AVENUE 2,"Bethel Assembly of God, 114, Aljunied Avenue 2, Geylang, Mei Hwan, Southeast, 380113, Singapore"
